寡不敌众,guǎ bù jī zhòng,Losing due to being outnumbered
为虎作伥,wèi hǔ zuò chāng,Helps other to commit a crime. Being an accomplice.
入乡随俗,rù xiāng suí sú,Follow the local customs and traditions. Do as the Romans do.
小题大作,xiǎo tí dà zuò,Overreacted. Make a mountain out of a molehill.
